number,name,runningOffice,party
19007,JAIRO DOS SANTOS,STATE_REPRESENTATIVE,PODE
19009,ESTER COSCARELLI DOMINGUES,STATE_REPRESENTATIVE,PODE
19011,JOBERT ALEXANDRINO,STATE_REPRESENTATIVE,PODE
19013,LARISSA FORJANES DOS SANTOS,STATE_REPRESENTATIVE,PODE
19015,MARCOS ESCAMES FÉLIX DA SILVA,STATE_REPRESENTATIVE,PODE
19019,GERSON DIAS PESSOA,STATE_REPRESENTATIVE,PODE
19020,URIÃ FANCELLI BAUMGARTNER,STATE_REPRESENTATIVE,PODE
19021,JOSÉ WALTER FIGUEIREDO SILVA,STATE_REPRESENTATIVE,PODE
19022,PEDRO MARIN BELMONTE NETO,STATE_REPRESENTATIVE,PODE
19023,PATRÍCIA MODESTO,STATE_REPRESENTATIVE,PODE
19027,CRISTIANE SILVA DE ALMEIDA SANTOS,STATE_REPRESENTATIVE,PODE
19030,JORGE GABRIEL GRASI,STATE_REPRESENTATIVE,PODE
19033,SABRINA PRADO DOS SANTOS,STATE_REPRESENTATIVE,PODE
19037,MARIA VILMA FIGUEIREDO DA SILVA JACINTO,STATE_REPRESENTATIVE,PODE
19054,ARLINDO AMARO DOS SANTOS,STATE_REPRESENTATIVE,PODE
19055,SILVAN PEREIRA DE SOUZA,STATE_REPRESENTATIVE,PODE
19069,ROBERTO MIGUEL REY JUNIOR,STATE_REPRESENTATIVE,PODE
19070,EMERSON FRACAROLI,STATE_REPRESENTATIVE,PODE
19077,JULIANA MARA DA SILVA SPADA,STATE_REPRESENTATIVE,PODE
19088,ELVIO ANTONIO PINOTTI NETO,STATE_REPRESENTATIVE,PODE
19097,ARLETE TAVARES DOS SANTOS BARBOSA,STATE_REPRESENTATIVE,PODE
19099,SILVIA MIRANDA NAGATA,STATE_REPRESENTATIVE,PODE
19100,RICARDO LONGATTI FRANÇA,STATE_REPRESENTATIVE,PODE
19101,CLARICE CARASSOL AREVALO GANEM,STATE_REPRESENTATIVE,PODE
19110,WAGNER BAPTISTA RIGUEIRA,STATE_REPRESENTATIVE,PODE
19111,GERSON DOS SANTOS PIRES,STATE_REPRESENTATIVE,PODE
19115,VERONICA COSMO AMERICO,STATE_REPRESENTATIVE,PODE
19119,GABRIEL PINELLI FERRAZ,STATE_REPRESENTATIVE,PODE
19123,MARCIO PASCHOAL GIUDICIO,STATE_REPRESENTATIVE,PODE
19125,MARIZETE GOMES DE MAGALHÃES BERGAMIN,STATE_REPRESENTATIVE,PODE
19133,TATIANA DE FREITAS SIVIERO,STATE_REPRESENTATIVE,PODE
19141,LUIS ANTONIO DE SOUZA,STATE_REPRESENTATIVE,PODE
19147,AURELIANO CARNEIRO DE LIMA,STATE_REPRESENTATIVE,PODE
19153,JOSELITO DE SOUSA LIMA,STATE_REPRESENTATIVE,PODE
19157,RODRIGO FEITOSA LOPES,STATE_REPRESENTATIVE,PODE
19179,CRISTIANE VIVIAN ALVES GOMES,STATE_REPRESENTATIVE,PODE
19190,MAURO MARQUES DAS NEVES,STATE_REPRESENTATIVE,PODE
19192,ALDO FERNANDO NUNES,STATE_REPRESENTATIVE,PODE
19196,SÉRGIO DONIZETE FERREIRA,STATE_REPRESENTATIVE,PODE
19197,ELIANA CONRADO GOTTSFRITZ FERNANDES,STATE_REPRESENTATIVE,PODE
19199,VICTOR MORAES FILHO,STATE_REPRESENTATIVE,PODE
19200,DANIEL DA ROCHA MARTINI,STATE_REPRESENTATIVE,PODE
19209,FÁBIO ANDRÉ CAPUTO FERRACINI,STATE_REPRESENTATIVE,PODE
19219,SANDRA DE AMORIM BARBOSA DE OLIVEIRA,STATE_REPRESENTATIVE,PODE
19220,LUIS HENRIQUE ARAUJO,STATE_REPRESENTATIVE,PODE
19222,ADILSON DOMINGOS CENSI,STATE_REPRESENTATIVE,PODE
19233,CHARLES DOS ANJOS,STATE_REPRESENTATIVE,PODE
19234,FABIO LEANDRO CARDOSO TEIXEIRA,STATE_REPRESENTATIVE,PODE
19252,FÁBIO FARIAS DE SÁ,STATE_REPRESENTATIVE,PODE
19299,EDUARDO LIMA DE SOUZA,STATE_REPRESENTATIVE,PODE
19300,EDUARDO CARNEIRO MARTINS,STATE_REPRESENTATIVE,PODE
19313,ELISÂNGELA VENTURA ROCHA,STATE_REPRESENTATIVE,PODE
19321,LEONARDO DA SILVA BRIGAGÃO,STATE_REPRESENTATIVE,PODE
19333,GUILHERME ANDREW GONÇALVES DA SILVA,STATE_REPRESENTATIVE,PODE
19345,ANDRE MARTINS MACHADO,STATE_REPRESENTATIVE,PODE
19350,MIRIAM LUZ GIANNONI,STATE_REPRESENTATIVE,PODE
19360,TÁBATA FREITAS MANZOLI,STATE_REPRESENTATIVE,PODE
19400,JOSE BISPO DOS SANTOS FILHO,STATE_REPRESENTATIVE,PODE
19444,MALBA TANIA RODRIGUES ABRANTES COELHO GOMES,STATE_REPRESENTATIVE,PODE
19454,MARISTELA MORESCHI RIBEIRO NADER,STATE_REPRESENTATIVE,PODE
19456,ADRIANO SANTANA DOS SANTOS,STATE_REPRESENTATIVE,PODE
19490,CARLOS HENRIQUE SILVESTRE GARZON,STATE_REPRESENTATIVE,PODE
19500,KLEBER CABRAL,STATE_REPRESENTATIVE,PODE
19519,EDUARDO DOS REIS MAGOGA,STATE_REPRESENTATIVE,PODE
19555,GREGÓRIO MATIAS DE FREITAS,STATE_REPRESENTATIVE,PODE
19565,HENRIQUE LOPES SILVA,STATE_REPRESENTATIVE,PODE
19577,JOSÉ EDUARDO DOS SANTOS,STATE_REPRESENTATIVE,PODE
19600,ANDERSON DOS SANTOS MARTINS DE SOUZA,STATE_REPRESENTATIVE,PODE
19619,CÉSAR AUGUSTO JOSÉ,STATE_REPRESENTATIVE,PODE
19650,MARCOS ANTONIO SERAFIM BERNARDES JUNIOR,STATE_REPRESENTATIVE,PODE
19660,LEWIS SAWINSKI DE ALMEIDA,STATE_REPRESENTATIVE,PODE
19666,RUBENS CESTARI CAMPOS,STATE_REPRESENTATIVE,PODE
19667,MARIA APARECIDA DA COSTA BATISTA,STATE_REPRESENTATIVE,PODE
19678,PÉRICLES RÉGIS MENDONÇA DE LIMA,STATE_REPRESENTATIVE,PODE
19699,DOUGLAS BORGONI,STATE_REPRESENTATIVE,PODE
19700,CARLOS ALEXANDRE VIANNA SOARES,STATE_REPRESENTATIVE,PODE
19714,CARLOS EDUARDO NOBREGA,STATE_REPRESENTATIVE,PODE
19719,ALESSANDRA CRISTIANE SOARES GARCIA ALGARIN,STATE_REPRESENTATIVE,PODE
19753,VLADIMIR CODINHOTO,STATE_REPRESENTATIVE,PODE
19755,VANICE IZAURA CAMARGO COSTA DA SILVA,STATE_REPRESENTATIVE,PODE
19762,FABIO DUARTE,STATE_REPRESENTATIVE,PODE
19775,MARIA APARECIDA BORGES DE MACEDO,STATE_REPRESENTATIVE,PODE
19777,EDSON RODRIGUES,STATE_REPRESENTATIVE,PODE
19778,ANTONIO CARLOS BOLGIONI,STATE_REPRESENTATIVE,PODE
19789,CUSTODIA DE SOUZA RANGEL,STATE_REPRESENTATIVE,PODE
19798,DEISE DUARTE,STATE_REPRESENTATIVE,PODE
19800,MURILO BERBERT AVIGO FELIX,STATE_REPRESENTATIVE,PODE
19888,JAE KRUN PARK KIM,STATE_REPRESENTATIVE,PODE
19900,MARCOS PAULO TAVARES FURLAN,STATE_REPRESENTATIVE,PODE
19911,MARCOS MENDES DA SILVA,STATE_REPRESENTATIVE,PODE
19987,QUELEN HELOISA DOS SANTOS VANDERLEI,STATE_REPRESENTATIVE,PODE
19991,MARIA DO CARMO PORTELA RUMBO,STATE_REPRESENTATIVE,PODE
19992,DANIEL ARAUJO NEVES SANTIAGO LIMA,STATE_REPRESENTATIVE,PODE
19999,ALVARO COSTA VIEIRA,STATE_REPRESENTATIVE,PODE
20000,MARCELO THEODORO DE AGUIAR,STATE_REPRESENTATIVE,PSC
20001,DIEGO VOLGARINE PARDAL,STATE_REPRESENTATIVE,PSC
20002,JEAN ALEX DE ANDRADE DOS SANTOS,STATE_REPRESENTATIVE,PSC
20003,ELZA DIAS AMARO,STATE_REPRESENTATIVE,PSC
20004,RITA VALÉRIA ALVES,STATE_REPRESENTATIVE,PSC
20005,EVANDRO ANTONIO RAMOS TERRA VARONIL DE SOUSA,STATE_REPRESENTATIVE,PSC
20007,JOEL BATISTA RAMOS,STATE_REPRESENTATIVE,PSC
20010,CAIO ALEXANDRE GOMES DA SILVA,STATE_REPRESENTATIVE,PSC
20011,CLÁUDIO DO NASCIMENTO TORRES,STATE_REPRESENTATIVE,PSC
20012,ELTON ALVES RIBEIRO DE CARVALHO JUNIOR,STATE_REPRESENTATIVE,PSC
20015,ELIANE MARIA DE SANTANA OLIVEIRA,STATE_REPRESENTATIVE,PSC
20018,GILBERTO SANTOS SILVA DE VASCONCELOS,STATE_REPRESENTATIVE,PSC
20020,MARCO ANTONIO BIOTO,STATE_REPRESENTATIVE,PSC
20021,LUCIA DE FATIMA SILVA ROSIM,STATE_REPRESENTATIVE,PSC
20022,LUIS DONIZETTI VAZ JUNIOR,STATE_REPRESENTATIVE,PSC
20023,ANGELO ANTONIO BUCIOLOTI,STATE_REPRESENTATIVE,PSC
20025,ALEXSANDRA BEZERRA LEITE DA SILVA,STATE_REPRESENTATIVE,PSC
20028,VÂNIA FERREIRA DE FRANÇA,STATE_REPRESENTATIVE,PSC
20033,AGILDO FAUSTINO DOS SANTOS JUNIOR,STATE_REPRESENTATIVE,PSC
20035,MARIA JOSE DA SILVA,STATE_REPRESENTATIVE,PSC
20038,LEANDRO ALVES,STATE_REPRESENTATIVE,PSC
20040,SONIA DA SILVA LIMA,STATE_REPRESENTATIVE,PSC
20044,JOSÉ ROBERTO DE MELLO,STATE_REPRESENTATIVE,PSC
20057,WAGNER DE AVILA RIBEIRO,STATE_REPRESENTATIVE,PSC
20077,ALLINSON PAULO NUNES,STATE_REPRESENTATIVE,PSC
20080,MILTON BEZERRA FEITOZA,STATE_REPRESENTATIVE,PSC
20088,GIRLANE LIMA DE SOUZA,STATE_REPRESENTATIVE,PSC
20100,FELIPE TALVANI SONTINI,STATE_REPRESENTATIVE,PSC
20115,JOANA CATHARINA ALVES DE SOUZA,STATE_REPRESENTATIVE,PSC
20120,OZELITO JOSÉ BENEDITO,STATE_REPRESENTATIVE,PSC
20122,FABIO SANTOS DE OLIVEIRA,STATE_REPRESENTATIVE,PSC
20123,HELIO DONIZETE ZANATTA,STATE_REPRESENTATIVE,PSC
20124,VALERIA DE CAMPOS BALBINO,STATE_REPRESENTATIVE,PSC
20133,EDIVALDO SILVA MEIRA,STATE_REPRESENTATIVE,PSC
20140,ODETE BARBOSA DA SILVA,STATE_REPRESENTATIVE,PSC
20141,TRACE CAROLINE DIAS DAS CHAGAS,STATE_REPRESENTATIVE,PSC
20147,ANISTALDO LUIZ LOPES DA SILVA,STATE_REPRESENTATIVE,PSC
20150,NILSON PEREIRA DUARTE,STATE_REPRESENTATIVE,PSC
20153,RICARDO DOS SANTOS SATURNO,STATE_REPRESENTATIVE,PSC
20180,CLAUDETE MARTINS SANTOS DE ANDRADE,STATE_REPRESENTATIVE,PSC
20190,LUIZ PAULO MADALHANO MAGALHÃES,STATE_REPRESENTATIVE,PSC
20200,WELINGTON APARECIDO ALFREDO,STATE_REPRESENTATIVE,PSC
20201,SEBASTIÃO RAIMUNDO DE OLIVEIRA,STATE_REPRESENTATIVE,PSC
20202,JOHN GOKI KAGE,STATE_REPRESENTATIVE,PSC
20212,CARLOS ROBERTO BATISTA DOS SANTOS,STATE_REPRESENTATIVE,PSC
20220,LIDIA FREITAS DO NASCIMENTO,STATE_REPRESENTATIVE,PSC
20222,ROSIRENE DE JESUS SANTOS,STATE_REPRESENTATIVE,PSC
20227,SANDRA PEDROSA GARCIA DOS SANTOS,STATE_REPRESENTATIVE,PSC
20234,VERA LUCIA DE SOUZA BUENO URBAN,STATE_REPRESENTATIVE,PSC
20250,DÁRIO CASSIANO DE SOUZA,STATE_REPRESENTATIVE,PSC
20297,ENID KREBSKY DE CARVALHO,STATE_REPRESENTATIVE,PSC
20300,MARILDA DE SANTANA GIRON,STATE_REPRESENTATIVE,PSC
20320,JOSÉ CARLOS FURIOSO,STATE_REPRESENTATIVE,PSC
20322,LENILSON ALVES DE LIMA,STATE_REPRESENTATIVE,PSC
20330,ALLAN DAVID FERREIRA DE LIMA,STATE_REPRESENTATIVE,PSC
20333,VALDENIR JOSÉ BITIU,STATE_REPRESENTATIVE,PSC
20345,IZILDA DE LOURDES ALIPIO,STATE_REPRESENTATIVE,PSC
20350,DOUGLAS VANDERLEI AUGUSTO,STATE_REPRESENTATIVE,PSC
20400,MOACIR COVA,STATE_REPRESENTATIVE,PSC
20420,ARIELY PEDROSO SILVA PRETER,STATE_REPRESENTATIVE,PSC
20422,HELENA IZABEL DA SILVA GOMES,STATE_REPRESENTATIVE,PSC
20456,JÚLIO CESAR FUZARI,STATE_REPRESENTATIVE,PSC
20500,LEANDRO JERONIMO BASSON,STATE_REPRESENTATIVE,PSC
20520,FERNANDO ROCHA GARCIA,STATE_REPRESENTATIVE,PSC
20522,RENAN DIAS DA MATA,STATE_REPRESENTATIVE,PSC
20555,CRISTIANE FERREIRA PASSOS LASTÓRIA,STATE_REPRESENTATIVE,PSC
20600,GUSTAVO MESQUITA GALVÃO BUENO,STATE_REPRESENTATIVE,PSC
20611,VALTER FAUSTINO MARTINS JUNIOR,STATE_REPRESENTATIVE,PSC
20620,PEDRO MARQUES FERREIRA ASSAD,STATE_REPRESENTATIVE,PSC
20627,AIRTON DOS SANTOS,STATE_REPRESENTATIVE,PSC
20629,ELISABETE NATALI ALVARENGA,STATE_REPRESENTATIVE,PSC
20666,TIAGO DE OLIVEIRA SOUZA,STATE_REPRESENTATIVE,PSC
20678,MARCOS APARECIDO BARROS DE LIMA,STATE_REPRESENTATIVE,PSC
20700,THIAGO RODRIGO ROCHITI,STATE_REPRESENTATIVE,PSC
20720,ANTÔNIO MANOEL,STATE_REPRESENTATIVE,PSC
20722,ANDERSON RUGEL VAZ,STATE_REPRESENTATIVE,PSC
20745,SILVIO BARBOSA LOPES FILHO,STATE_REPRESENTATIVE,PSC
20777,RELDER SANDRO DE SOUZA FIALHO,STATE_REPRESENTATIVE,PSC
20789,ANDRE MARCOS DE ABREU,STATE_REPRESENTATIVE,PSC
20800,FREDERICH GERALDO MARTINS,STATE_REPRESENTATIVE,PSC
20820,ADILSON RIBEIRO,STATE_REPRESENTATIVE,PSC
20888,MAURÍCIO FERREIRA LIMA,STATE_REPRESENTATIVE,PSC
20900,PAULO SERGIO GALTERIO,STATE_REPRESENTATIVE,PSC
20920,EDNA CHRISTINA SANTIAGO,STATE_REPRESENTATIVE,PSC
21000,GABRIEL VIGHY DE CARVALHO,STATE_REPRESENTATIVE,PCB
21001,MICHEL LEITE VIANA,STATE_REPRESENTATIVE,PCB
21100,FABIANA TAYANE MEDRADO DA CRUZ,STATE_REPRESENTATIVE,PCB
22000,DIMAS MECCA SAMPAIO,STATE_REPRESENTATIVE,PL
22001,MONICA BATALHA PRADO,STATE_REPRESENTATIVE,PL
22002,REGIS LEANDRO YASUMURA,STATE_REPRESENTATIVE,PL
22007,DANILO MASCARENHAS DE BALAS,STATE_REPRESENTATIVE,PL
22008,FELIPE CARMONA CANTERA,STATE_REPRESENTATIVE,PL
22010,ANDRE LUIS BUENO,STATE_REPRESENTATIVE,PL
22011,KAREN LIMA VIEIRA,STATE_REPRESENTATIVE,PL
22012,JULIO CESAR PEREIRA DE SOUZA,STATE_REPRESENTATIVE,PL
22013,TIAGO MARTINS PERETTO,STATE_REPRESENTATIVE,PL
22022,ANA PAULA ROSSI DE ALMEIDA MAGDESIAN,STATE_REPRESENTATIVE,PL
22030,JOÃO CÉSAR DE MORAES,STATE_REPRESENTATIVE,PL
22038,AMERICO MASSAKI HIGUTI,STATE_REPRESENTATIVE,PL
22045,VIVIANE ROBERTA MATIOLI,STATE_REPRESENTATIVE,PL
22047,VICENTE PAULA RIBEIRO,STATE_REPRESENTATIVE,PL
22051,FABIANA DE LIMA BARROSO,STATE_REPRESENTATIVE,PL
22057,IVETA DE SOUZA ALVES,STATE_REPRESENTATIVE,PL
22058,ANDROMEDES BARBOSA OKABE,STATE_REPRESENTATIVE,PL
22070,MARIA DE FÁTIMA ALVES BARBOSA,STATE_REPRESENTATIVE,PL
22090,JOSE BRAZ DE OLIVEIRA JUNIOR,STATE_REPRESENTATIVE,PL
22099,CRISTIANY DE CASTRO,STATE_REPRESENTATIVE,PL
22100,BRUNO ZAMBELLI SALGADO,STATE_REPRESENTATIVE,PL
22111,CLAUDIO NAZARENO SOUZA DE QUEIROZ,STATE_REPRESENTATIVE,PL
22112,CARLOS CEZAR DA SILVA,STATE_REPRESENTATIVE,PL
22120,GILDEVANIO ILSO DOS SANTOS DINIZ,STATE_REPRESENTATIVE,PL
22122,MARCIA TAPIGLIANI BAPTISTA,STATE_REPRESENTATIVE,PL
22123,RICARDO ROSSI MADALENA,STATE_REPRESENTATIVE,PL
22138,ROBERVAL CONTE LOPES LIMA,STATE_REPRESENTATIVE,PL
22144,LUIZ CARLOS DA COSTA VALLE,STATE_REPRESENTATIVE,PL
22150,RAFAEL RIBEIRO ZUCCO,STATE_REPRESENTATIVE,PL
22180,RAQUEL KOBASHI GALLINATI LOMBARDI,STATE_REPRESENTATIVE,PL
22181,HUGO PEREIRA DE CASTRO,STATE_REPRESENTATIVE,PL
22190,SERGIO CALDAS SANTANA,STATE_REPRESENTATIVE,PL
22193,ADALBERTO JOSÉ FERREIRA,STATE_REPRESENTATIVE,PL
22200,DONIZETE ALVES BARBOSA,STATE_REPRESENTATIVE,PL
22211,CARLOS AGUIAR DE ANDRADE,STATE_REPRESENTATIVE,PL
